id,title,genre,production_company
257344,Pixels,Comedy,Columbia Pictures
2501,The Bourne Identity,Drama,Universal Pictures
324786,Hacksaw Ridge,War,Icon Productions
1402,The Pursuit of Happyness,Drama,Columbia Pictures Corporation
227159,Horrible Bosses 2,Comedy,New Line Cinema
296,Terminator 3: Rise of the Machines,Action,Columbia Pictures
197,Braveheart,War,Icon Entertainment International
14,American Beauty,Drama,DreamWorks SKG
273477,Scouts Guide to the Zombie Apocalypse,Comedy,Paramount Pictures
180,Minority Report,Science Fiction,DreamWorks SKG
188927,Star Trek Beyond,Science Fiction,Paramount Pictures
57158,The Hobbit: The Desolation of Smaug,Adventure,WingNut Films
277,Underworld,Thriller,Lakeshore Entertainment
189,Sin City: A Dame to Kill For,Crime,Miramax Films
49026,The Dark Knight Rises,Drama,Legendary Pictures
254128,San Andreas,Thriller,New Line Cinema
2062,Ratatouille,Animation,Walt Disney Pictures
109491,Beautiful Creatures,Romance,Alcon Entertainment
101,Leon: The Professional,Thriller,Columbia Pictures
2502,The Bourne Supremacy,Thriller,Universal Pictures
270303,It Follows,Thriller,Northern Lights Films
273248,The Hateful Eight,Mystery,Double Feature Films
37724,Skyfall,Action,Columbia Pictures
274870,Passengers,Romance,Columbia Pictures
744,Top Gun,War,Paramount Pictures
293768,Kidnap,Thriller,Ingenious Media
752,V for Vendetta,Fantasy,Studio Babelsberg
278154,Ice Age: Collision Course,Comedy,Blue Sky Studios
335797,Sing,Animation,Universal Pictures
70160,The Hunger Games,Adventure,Lionsgate
346672,Underworld: Blood Wars,Horror,Lakeshore Entertainment
497,The Green Mile,Crime,Castle Rock Entertainment
146,Crouching Tiger Hidden Dragon,Romance,Sony Pictures Classics
259695,Live by Night,Drama,Appian Way
646,Dr. No,Thriller,United Artists
74,War of the Worlds,Science Fiction,Paramount Pictures
207,Dead Poets Society,Drama,Touchstone Pictures
85,Raiders of the Lost Ark,Action,Lucasfilm
640,Catch Me If You Can,Crime,Kemp Company
10585,Childs Play,Horror,United Artists
301875,Equals,Romance,Scott Free Productions
150689,Cinderella,Fantasy,Walt Disney Pictures
68718,Django Unchained,Western,Columbia Pictures
254,King Kong,Action,WingNut Films
578,Jaws,Adventure,Universal Pictures
313369,La La Land,Music,Summit Entertainment
225574,Non-Stop,Mystery,StudioCanal
72105,Ted,Fantasy,Universal Pictures
197796,Beauty and the Beast,Romance,Canal Plus
694,The Shining,Thriller,Hawk Films
184315,Hercules,Adventure,Paramount Pictures
616,The Last Samurai,War,Cruise/Wagner Productions
10679,Iron Sky,Science Fiction,Blind Spot Pictures Oy
181533,Night at the Museum: Secret of the Tomb,Family,Twentieth Century Fox Film Corporation
37686,Super 8,Mystery,Paramount Pictures
273481,Sicario,Thriller,Lionsgate
1891,The Empire Strikes Back,Science Fiction,Lucasfilm
102651,Maleficent,Adventure,Walt Disney Pictures
27586,The Runaways,Music,River Road Entertainment
9738,Fantastic Four,Science Fiction,Twentieth Century Fox Film Corporation
601,E.T. the Extra-Terrestrial,Family,Universal Pictures
627,Trainspotting,Crime,Miramax Films
14160,Up,Animation,Pixar Animation Studios
1771,Captain America: The First Avenger,Science Fiction,Paramount Pictures
1969,Bandidas,Western,Ultra Films
218,The Terminator,Science Fiction,Orion Pictures
39254,Real Steel,Science Fiction,DreamWorks SKG
923,Dawn of the Dead,Horror,Laurel Group
190859,American Sniper,Action,Village Roadshow Pictures
292280,The Bye Bye Man,Thriller,Intrepid Pictures
17578,The Adventures of Tintin,Mystery,Paramount Pictures
260514,Cars 3,Comedy,Walt Disney Pictures
11679,xXx: State of the Union,Thriller,Original Film
324668,Jason Bourne,Thriller,The Kennedy/Marshall Company
1724,The Incredible Hulk,Adventure,Universal Pictures
268,Batman,Action,PolyGram Filmed Entertainment
1949,Zodiac,Mystery,Paramount Pictures
767,Harry Potter and the Half-Blood Prince,Family,Warner Bros.
10138,Iron Man 2,Action,Marvel Studios
955,Mission: Impossible II,Thriller,Paramount Pictures
9792,The Hills Have Eyes,Thriller,Fox Searchlight Pictures
2059,National Treasure,Mystery,Walt Disney Pictures
2133,The Perfect Storm,Drama,Warner Bros.
340666,Nocturnal Animals,Thriller,Universal Pictures
920,Cars,Animation,Walt Disney Pictures
36648,Blade: Trinity,Fantasy,New Line Cinema
27,9 Songs,Romance,Revolution Films
2005,Sister Act,Comedy,Touchstone Pictures
1573,Die Hard 2,Thriller,Twentieth Century Fox Film Corporation
267935,The BFG,Fantasy,Walt Disney Pictures
568,Apollo 13,Drama,Imagine Entertainment
58595,Snow White and the Huntsman,Drama,Universal Pictures
100402,Captain America: The Winter Soldier,Adventure,Marvel Studios
58574,Sherlock Holmes: A Game of Shadows,Crime,Village Roadshow Pictures
9982,Chicken Little,Comedy,Walt Disney Pictures
591,The Da Vinci Code,Mystery,Columbia Pictures
49521,Man of Steel,Science Fiction,Legendary Pictures
1422,The Departed,Thriller,Vertigo Entertainment
12244,9,Science Fiction,Focus Films
49047,Gravity,Science Fiction,Warner Bros.
