id,title,genre,production_company
9502,Kung Fu Panda,Adventure,DreamWorks Animation
16869,Inglourious Basterds,Drama,Universal Pictures
9804,Waterworld,Adventure,Universal Pictures
8009,Highlander,Adventure,Davis-Panzer Productions
9487,A Bugs Life,Adventure,Walt Disney Pictures
10693,Peter Pan,Animation,RKO Radio Pictures
241554,Run All Night,Action,Vertigo Entertainment
136799,Trolls,Adventure,Twentieth Century Fox Film Corporation
1091,The Thing,Horror,Universal Pictures
381284,Hidden Figures,Drama,Fox 2000 Pictures
429,The Good the Bad and the Ugly,Western,United Artists
856,Who Framed Roger Rabbit,Fantasy,Amblin Entertainment
275601,Ricki and the Flash,Comedy,Columbia TriStar
6114,Dracula,Romance,American Zoetrope
608,Men in Black II,Action,Columbia Pictures
1988,A Mighty Heart,Drama,Plan B Entertainment
34544,The A-Team,Thriller,Ingenious Film Partners
290098,The Handmaiden,Thriller,CJ Entertainment
9023,Spirit: Stallion of the Cimarron,Western,DreamWorks SKG
288,High Noon,Western,United Artists
14161,2012,Action,Columbia Pictures
1593,Night at the Museum,Action,Ingenious Film Partners
950,Ice Age: The Meltdown,Animation,Blue Sky Studios
794,The Omen,Horror,Twentieth Century Fox Film Corporation
562,Die Hard,Action,Twentieth Century Fox Film Corporation
14836,Coraline,Animation,Focus Features
22803,Law Abiding Citizen,Drama,The Film Department
402,Basic Instinct,Thriller,TriStar Pictures
41439,Saw: The Final Chapter,Horror,Lionsgate
70981,Prometheus,Science Fiction,Twentieth Century Fox Film Corporation
10198,The Princess and the Frog,Romance,Walt Disney Pictures
17692,Jaws 3-D,Thriller,Universal Pictures
97,Tron,Science Fiction,Walt Disney Pictures
13183,Watchmen,Action,Paramount Pictures
342473,Ballerina,Animation,Caramel Films
2055,Open Range,Western,Tig Productions
334533,Captain Fantastic,Adventure,Electric City Entertainment
534,Terminator Salvation,Action,Columbia Pictures
389,12 Angry Men,Drama,United Artists
12092,Alice in Wonderland,Animation,RKO Radio Pictures
168672,American Hustle,Drama,Columbia Pictures
308266,War Dogs,Comedy,The Mark Gordon Company
64635,Total Recall,Action,Columbia Pictures
137106,The Lego Movie,Adventure,Village Roadshow Pictures
184,Jackie Brown,Comedy,Miramax Films
2978,Ghostbusters II,Comedy,Columbia Pictures Corporation
345938,The Shack,Drama,Summit Entertainment
106646,The Wolf of Wall Street,Crime,Paramount Pictures
19913,(500) Days of Summer,Comedy,Fox Searchlight Pictures
82675,Taken 2,Action,Twentieth Century Fox Film Corporation
8681,Taken,Action,Twentieth Century Fox Film Corporation
812,Aladdin,Animation,Walt Disney Pictures
147441,Exodus: Gods and Kings,Adventure,Scott Free Productions
49017,Dracula Untold,Horror,Universal Pictures
629,The Usual Suspects,Drama,Blue Parrot Productions
1495,Kingdom of Heaven,Drama,Studio Babelsberg
291870,Dirty Grandpa,Comedy,Lionsgate
291870,Dirty Grandpa,Comedy,Lionsgate
222935,The Fault in Our Stars,Romance,Fox 2000 Pictures
62211,Monsters University,Animation,Walt Disney Pictures
408,Snow White and the Seven Dwarfs,Fantasy,Walt Disney Productions
11296,Birdy,Drama,TriStar Pictures
76492,Hotel Transylvania,Animation,Columbia Pictures
809,Shrek 2,Adventure,DreamWorks SKG
604,The Matrix Reloaded,Adventure,Village Roadshow Pictures
321697,Steve Jobs,Drama,Universal Pictures
241254,The Prince,Thriller,Grindstone Entertainment Group
19959,Surrogates,Action,Touchstone Pictures
8363,Superbad,Comedy,Columbia Pictures
11635,Old School,Comedy,DreamWorks SKG
10320,The Ring Two,Drama,DreamWorks
9016,Treasure Planet,Adventure,Walt Disney Pictures
953,Madagascar,Family,DreamWorks SKG
4935,Howls Moving Castle,Fantasy,Studio Ghibli
10681,WALL·E,Animation,Walt Disney Pictures
77338,The Intouchables,Drama,Gaumont
290250,The Nice Guys,Action,Silver Pictures
400928,Gifted,Drama,Fox Searchlight Pictures
8916,Antz,Adventure,DreamWorks SKG
132232,Mama,Horror,Universal Pictures
334524,Gold,Thriller,Living Films
243688,Poltergeist,Horror,Ghost House Pictures
193893,Lets Be Cops,Comedy,Twentieth Century Fox Film Corporation
2024,The Patriot,Drama,Centropolis Entertainment
115,The Big Lebowski,Comedy,Gramercy Pictures
310,Bruce Almighty,Fantasy,Universal Pictures
1669,The Hunt for Red October,Action,Paramount Pictures
241258,Incarnate,Horror,Blumhouse Productions
38167,Eat Pray Love,Drama,Columbia Pictures
11448,Mighty Aphrodite,Comedy,Miramax Films
311324,The Great Wall,Action,Universal Pictures
62177,Brave,Animation,Walt Disney Pictures
12123,Chain Reaction,Action,Twentieth Century Fox Film Corporation
254470,Pitch Perfect 2,Comedy,Universal Pictures
1995,Lara Croft: Tomb Raider,Adventure,Paramount Pictures
926,Galaxy Quest,Comedy,DreamWorks SKG
11324,Shutter Island,Drama,Paramount Pictures
15,Citizen Kane,Mystery,RKO Radio Pictures
16871,Drag Me to Hell,Horror,Universal Pictures
87,Indiana Jones and the Temple of Doom,Adventure,Lucasfilm
